CURRENT,PREVIOUS,WEIGHT,NAT,LAB,NZF,UF,ACT,GRN,MAO
NAT,NAT,2.42,8,4,2,5,5,4,5
LAB,LAB,0.79,0,9,0,0,0,0,0
NAT,LAB,0.53,10,9,8,7,9,1,7
No Vote,No Vote,0.88,5,5,2,2,0,4,3
LAB,LAB,0.77,0,10,0,3,0,3,0
NAT,NAT,1.64,0,0,0,4,5,0,0
NZF,DK,2.1,2,4,7,3,1,2,1
NAT,NAT,0.33,10,0,0,1,4,0,0
Kiwi,LAB,0.62,2,3,4,1,1,3,2
NZF,LAB,0.62,8,10,8,5,5,5,5
NAT,NAT,0.88,8,3,5,4,4,4,3
LAB,UF,0.77,7,3,5,6,6,2,5
NAT,UF,2.91,6,1,3,10,8,1,8
LAB,LAB,1.61,7,10,0,0,0,5,5
NAT,LAB,2.42,0,0,0,0,0,0,0
LAB,LAB,0.6,3,8,1,1,1,6,2
NAT,NZF,1.64,8,0,5,2,2,0,0
LAB,LAB,0.31,2,9,5,0,0,0,0
NAT,NAT,2.42,10,4,0,6,10,7,7
LAB,LAB,2.92,0,10,2,0,0,7,7
NAT,NAT,0.34,8,6,0,3,6,7,7
NAT,No Vote,2.81,10,3,0,1,8,0,5
NZF,LAB,2.1,6,7,7,5,3,3,5
PRO,LAB,0.27,5,8,5,5,5,2,0
LAB,LAB,0.48,2,10,5,0,0,6,0
NZF,NAT,1.74,5,5,5,5,5,5,5
LAB,LAB,1.48,1,9,2,0,1,8,5
NAT,NAT,0.33,10,0,3,7,3,1,2
NAT,,0.86,10,0,0,6,6,0,6
LAB,LAB,0.77,2,10,7,3,0,0,6
LAB,LAB,0.55,5,10,7,2,0,2,3
NAT,NAT,1,10,4,3,5,9,6,3
NZF,NZF,0.25,4,8,7,3,3,5,5
LAB,LAB,0.3,4,3,5,2,0,1,2
NAT,NAT,0.26,8,6,3,4,7,7,6
NZF,NZF,0.79,5,4,7,5,0,0,4
NAT,NAT,0.86,8,5,4,6,6,4,4
LAB,LAB,0.6,6,9,0,0,0,6,9
NAT,NAT,0.35,10,5,0,0,2,5,2
NAT,LAB,0.35,5,5,0,0,0,6,0
GRN,LAB,0.37,0,8,1,1,0,10,10
LAB,LAB,0.31,0,7,0,0,6,7,7
NAT,NAT,4.16,10,5,0,5,5,0,5
LAB,No Vote,2.35,5,8,5,0,3,4,7
No Vote,LAB,2.35,2,10,0,0,0,4,3
LAB,No Vote,0.89,3,10,4,4,6,10,3
No Vote,LAB,2.35,5,5,5,0,5,5,5
LAB,LAB,0.37,5,10,4,0,0,8,9
LAB,No Vote,0.89,5,9,0,0,0,5,8
MAO,No Vote,2.35,5,7,1,1,1,2,10
LAB,LAB,0.37,5,8,2,2,2,6,8
No Vote,LAB,0.98,0,10,0,0,0,10,10
NAT,No Vote,0.99,0,0,0,0,0,0,0
No Vote,No Vote,5.26,4,9,0,0,0,0,0
LAB,DK,0.89,4,7,3,0,5,4,7
LAB,LAB,1.15,3,10,4,0,2,8,7
LAB,DK,0.43,3,10,5,5,5,5,9
No Vote,LAB,2.35,2,8,3,1,2,3,3
LAB,LAB,1.15,2,9,2,0,1,8,10
LAB,LAB,0.89,0,10,5,0,0,8,10
LAB,LAB,0.37,5,5,5,4,4,6,4
MAO,LAB,0.59,5,5,5,5,5,5,8
NAT,No Vote,1.27,10,3,6,4,5,0,8
MAO,NZF,0.76,6,8,8,0,0,6,7
No Vote,DK,5.64,3,10,4,0,3,6,10
LAB,LAB,1.14,3,8,2,0,0,6,5
LAB,LAB,1.14,3,8,6,0,0,8,6
No Vote,No Vote,3.02,4,10,0,0,3,0,10
LAB,LAB,0.6,4,8,4,4,4,5,7
LAB,No Vote,1.42,0,10,8,0,0,8,10
MAO,NZF,3.02,5,5,5,0,0,0,5
NAT,LAB,3.76,10,10,5,3,3,3,10
LAB,,3.02,0,8,0,0,0,8,8
LAB,No Vote,1.14,0,10,5,5,5,5,3
No Vote,MAO,2.35,2,10,0,0,3,5,10
LAB,No Vote,0.55,8,8,5,5,6,6,5
NAT,No Vote,1.61,8,1,0,10,6,0,0
LAB,GRN,0.15,5,5,0,0,0,8,5
GRN,No Vote,1.37,2,8,5,5,7,9,3
UF,GRN,0.64,3,5,0,5,0,7,0
No Vote,No Vote,1.95,8,8,0,0,0,0,0
NAT,No Vote,0.53,6,3,1,1,1,1,0
LAB,LAB,0.47,3,9,0,0,0,10,3
No Vote,No Vote,2.96,5,5,5,3,3,1,5
NAT,No Vote,0.61,7,4,0,5,6,4,5
LAB,DK,0.47,7,10,8,0,5,5,5
LAB,LAB,0.47,0,7,0,5,5,7,0
NAT,UF,0.53,8,4,2,7,4,7,0
MAO,No Vote,2.96,4,6,7,7,0,10,10
NAT,No Vote,0.53,8,3,0,0,0,0,0
LAB,LAB,0.55,6,9,0,0,0,0,0
LAB,No Vote,0.55,7,10,3,7,7,8,7
No Vote,LAB,1.45,4,9,3,0,3,8,5
NAT,No Vote,0.61,8,3,7,5,6,4,7
NAT,UF,0.61,10,4,7,8,7,6,4
NAT,No Vote,0.61,8,7,6,2,6,3,5
GRN,No Vote,1.37,5,8,0,5,0,10,2
NAT,NAT,1.25,7,3,0,5,6,6,7
LAB,DK,0.55,0,6,0,0,0,0,0
GRN,LAB,0.58,2,10,2,2,0,10,8
No Vote,DK,1.45,5,5,5,5,5,5,5
NAT,LAB,0.17,7,8,1,2,6,6,5
LAB,No Vote,2.96,6,8,6,0,8,8,8
GRN,No Vote,1.37,3,9,5,1,1,10,7
LAB,LAB,0.55,0,0,0,0,0,0,0
LAB,LAB,0.15,6,6,2,6,1,7,0
LAB,No Vote,0.55,0,10,5,0,0,8,5
NAT,No Vote,1.25,8,5,4,5,7,8,0
LAB,No Vote,2.96,5,8,7,5,5,5,5
LAB,No Vote,0.55,3,8,3,9,2,2,2
NAT,No Vote,0.61,4,7,3,3,2,6,3
NAT,No Vote,1.25,10,6,8,3,6,0,3
No Vote,No Vote,2.96,9,9,1,0,0,0,0
UF,DK,0.74,8,1,1,9,7,1,3
LAB,No Vote,1.12,3,9,4,0,0,5,0
LAB,No Vote,0.55,0,8,5,5,5,7,2
No Vote,No Vote,2.96,6,0,1,3,6,0,0
PRO,LAB,0.49,6,9,1,5,0,9,5
NAT,NAT,0.61,8,5,8,5,6,4,3
GRN,No Vote,0.58,1,9,2,2,2,9,5
NAT,No Vote,1.25,9,0,5,5,9,1,1
NAT,No Vote,0.61,8,4,1,0,7,7,0
NAT,No Vote,1.25,8,7,0,4,4,5,0
NAT,LAB,0.53,7,8,0,0,4,8,4
LAB,No Vote,1.12,3,8,5,0,0,4,5
LAB,LAB,2.51,2,9,5,5,5,8,0
GRN,No Vote,0.58,3,5,0,0,0,6,0
NAT,No Vote,0.61,9,9,6,6,8,9,0
No Vote,No Vote,1.45,5,8,3,0,0,8,0
LAB,LAB,1.25,0,10,0,5,0,9,6
GRN,No Vote,0.58,5,6,1,1,0,10,7
ACT,No Vote,0.66,7,6,5,5,6,7,3
LAB,No Vote,1.12,0,8,5,4,4,10,0
GRN,LAB,0.58,4,8,2,0,1,6,2
LAB,No Vote,0.55,6,9,0,0,6,7,8
NAT,NZF,0.61,9,8,6,0,8,6,0
NAT,No Vote,1.25,8,1,5,7,6,5,5
NAT,No Vote,0.53,8,9,1,4,4,7,4
NAT,No Vote,0.53,8,9,0,0,0,4,1
LAB,LAB,2.96,0,10,5,2,5,8,5
LAB,DK,0.55,1,10,1,1,1,10,3
GRN,No Vote,1.37,6,6,0,3,0,9,6
UF,UF,1.45,7,7,5,9,2,9,7
NZF,NZF,0.38,6,4,7,0,0,4,0
No Vote,No Vote,2.96,0,0,0,0,0,0,0
NAT,No Vote,1.25,8,6,5,0,5,0,0
LAB,DK,1.12,3,10,10,0,0,6,7
NAT,No Vote,2.8,9,0,3,3,4,8,0
Bill and Ben,No Vote,2.35,7,7,0,0,0,8,7
LAB,No Vote,1.12,3,8,2,5,5,6,4
LAB,LAB,1.25,0,10,3,5,5,5,6
NAT,NAT,0.53,8,5,6,6,6,6,0
LAB,No Vote,1.12,3,8,5,3,4,5,6
NAT,No Vote,0.61,9,3,2,0,8,4,3
LAB,LAB,0.47,0,10,5,0,0,10,0
LAB,LAB,0.15,3,9,2,4,2,8,5
LAB,No Vote,2.96,4,5,8,6,0,0,0
LAB,No Vote,0.55,7,9,0,0,0,0,5
NAT,No Vote,0.61,7,5,4,0,4,0,0
NAT,ACT,0.17,9,3,0,5,6,1,8
GRN,GRN,0.18,0,9,0,0,0,10,3
No Vote,No Vote,2.96,7,7,0,0,4,4,0
No Vote,No Vote,2.96,5,7,0,0,0,9,1
LAB,LAB,0.47,2,10,5,3,0,10,9
NAT,No Vote,1.25,6,6,0,0,4,3,3
LAB,No Vote,1.12,4,7,0,0,0,8,0
GRN,NAT,0.58,3,6,2,7,5,7,5
NAT,No Vote,1.25,0,0,0,0,0,0,0
NAT,No Vote,0.53,10,1,3,6,7,0,5
LAB,LAB,0.55,3,9,3,2,1,9,6
NAT,No Vote,0.61,10,0,5,5,9,0,5
NAT,No Vote,1.25,9,8,5,5,6,6,7
No Vote,No Vote,5.64,0,10,5,5,5,9,2
NAT,No Vote,1.25,8,1,2,0,8,1,5
LAB,LAB,2.51,5,9,0,0,0,3,0
LAB,DK,1.12,3,7,0,0,0,5,0
NAT,NAT,1.25,10,5,5,5,5,2,2
UF,No Vote,0.74,7,2,3,9,6,6,1
NAT,NAT,1.45,9,5,4,6,7,8,3
NAT,No Vote,0.53,8,5,0,0,0,0,0
NAT,No Vote,1.25,8,6,5,5,5,3,5
NAT,LAB,0.61,7,4,0,0,5,2,4
GRN,No Vote,0.67,2,6,0,0,0,8,5
LAB,No Vote,1.12,5,10,0,0,0,0,0
No Vote,No Vote,1.25,5,5,0,0,0,4,0
NAT,No Vote,0.53,8,7,0,5,5,6,0
NAT,LAB,0.17,8,5,2,2,2,7,7
GRN,GRN,0.58,3,7,1,1,1,8,6
No Vote,No Vote,3.8,3,6,4,0,0,0,4
LAB,LAB,3.8,3,8,0,0,0,0,0
NAT,No Vote,1.61,8,2,3,1,1,3,3
Bill and Ben,NAT,3.02,7,4,1,5,7,6,1
NAT,NAT,1.61,9,0,5,5,5,2,1
NAT,No Vote,0.91,5,5,0,0,0,0,0
LAB,,1.44,2,10,1,0,0,2,1
NAT,NAT,0.84,8,3,0,0,8,6,0
NAT,No Vote,1.61,7,5,0,0,0,8,0
NAT,UF,0.91,8,3,5,8,8,0,6
GRN,LAB,0.92,3,6,5,3,0,10,7
LAB,LAB,0.81,6,8,4,4,6,7,5
NAT,NAT,1.61,10,5,4,3,2,0,0
LAB,,1.44,2,10,1,3,2,4,0
NAT,NAT,0.91,10,0,5,7,9,0,0
LAB,LAB,1.99,3,8,5,5,0,9,6
LAB,No Vote,1.79,7,7,1,6,0,7,0
NAT,NAT,0.91,7,0,1,5,6,6,6
LAB,No Vote,1.44,2,9,8,0,3,7,0
ACT,ACT,0.9,2,2,0,1,10,0,6
GRN,No Vote,0.99,3,8,0,0,0,8,0
GRN,GRN,0.92,0,2,0,0,0,10,7
NAT,No Vote,0.91,8,6,9,5,6,0,5
GRN,No Vote,1.76,10,10,10,0,0,0,0
GRN,GRN,0.92,4,10,0,0,4,10,10
NAT,No Vote,0.91,6,6,2,2,0,7,0
NAT,No Vote,0.84,8,7,1,8,3,5,5
NAT,NAT,0.84,9,5,5,0,6,5,5
NAT,No Vote,1.61,10,0,0,2,5,1,3
NAT,No Vote,2,10,0,0,7,7,0,0
GRN,No Vote,1.76,0,7,2,3,3,7,0
NAT,ACT,3.8,5,5,5,5,5,5,5
NAT,NAT,0.84,9,3,0,5,6,4,5
GRN,No Vote,0.92,4,7,4,5,0,8,2
NZF,NAT,0.65,7,2,8,0,7,3,2
LAB,LAB,0.81,6,9,8,0,0,6,0
NZF,No Vote,1.16,2,8,10,5,0,9,0
LAB,LAB,0.72,0,10,1,5,5,5,5
NAT,No Vote,1.61,6,2,0,0,0,8,2
NAT,NAT,0.91,10,0,0,5,5,0,5
No Vote,No Vote,5.64,4,5,2,2,2,7,5
NAT,No Vote,1.61,7,7,2,3,4,2,1
NAT,NAT,0.84,9,0,2,6,6,0,6
NAT,NAT,2,10,0,5,5,5,3,7
NAT,NAT,0.84,10,3,0,5,7,6,4
ACT,No Vote,0.97,10,5,2,5,10,5,6
LAB,GRN,0.81,5,7,4,0,0,7,6
No Vote,No Vote,3.8,8,7,5,0,6,9,7
GRN,No Vote,0.92,0,3,1,0,0,10,8
LAB,GRN,0.72,0,8,3,0,0,6,2
NAT,NAT,1.61,10,3,1,8,7,4,5
LAB,LAB,0.81,3,6,0,0,5,0,0
NAT,No Vote,1.61,10,2,3,4,9,0,7
NZF,LAB,1.16,5,8,10,0,0,8,3
NAT,No Vote,1.61,6,4,6,3,3,5,5
LAB,No Vote,2.14,10,1,1,0,7,1,0
NAT,LAB,1.99,5,4,0,3,3,5,4
Kiwi,GRN,3.02,4,6,2,0,0,4,2
NZF,No Vote,0.65,8,6,8,3,4,0,5
GRN,No Vote,1.76,3,7,2,5,4,8,6
GRN,No Vote,0.92,3,6,4,5,2,7,7
NAT,No Vote,2.14,8,4,3,2,3,5,0
GRN,LAB,0.92,6,8,4,7,1,9,4
NAT,No Vote,0.84,8,7,2,4,5,5,2
NAT,NAT,0.91,10,3,0,3,8,7,4
LAB,LAB,0.75,3,6,2,5,2,5,6
NAT,DK,0.84,0,0,0,0,0,0,0
LAB,No Vote,1.44,2,10,0,0,0,0,0
LAB,No Vote,1.44,0,0,0,0,0,0,0
LAB,LAB,0.81,9,9,5,5,3,5,5
LAB,No Vote,0.81,3,10,0,0,0,7,4
NAT,No Vote,0.91,6,5,2,0,0,0,0
NAT,No Vote,1.61,6,6,6,2,9,1,0
GRN,LAB,1.37,5,8,2,6,5,10,5
LAB,LAB,0.47,6,8,3,4,2,7,3
NAT,NAT,0.61,10,5,1,0,8,2,3
LAB,LAB,0.47,0,8,0,0,0,7,3
LAB,No Vote,0.47,7,8,0,0,0,0,0
NAT,NAT,1.25,9,4,1,4,8,1,5
LAB,No Vote,0.47,6,8,5,2,3,4,7
NAT,,0.52,0,0,0,0,0,0,0
NAT,No Vote,1.25,5,5,0,0,1,5,0
GRN,LAB,1.37,4,8,0,0,0,10,3
GRN,LAB,0.58,3,8,2,1,0,8,6
NAT,No Vote,1.25,10,8,8,7,7,4,1
LAB,LAB,0.15,7,7,3,5,2,7,8
GRN,LAB,0.67,2,10,0,1,7,10,8
LAB,LAB,0.55,3,9,5,0,1,7,5
GRN,GRN,0.18,3,8,0,0,0,9,2
ACT,No Vote,1.34,7,3,0,5,8,5,0
No Vote,No Vote,2.96,7,6,6,4,5,6,2
LAB,No Vote,1.44,2,10,2,0,2,2,8
